08-slytherin-industry,00-avengers-company_business,04-iGMM-company_business
"['industries', 'consumer durables', 'office equipment']","['technology', 'electronics', 'semiconductors']","['industries', 'consumer durables', 'office equipment']"
"['financial services', 'investments']","['industries', 'airlines', 'aviation', 'tourism', 'leisure', 'airports operating']","['industries', 'investments', 'financial services']"
"['real estate', 'retail', 'property investments', 'commercial properties']","['financial services', 'banking services']","['financial services', 'banking services']"
"['basic materials', 'mining']","['financial services', 'banking services']","['basic materials', 'chemicals']"
"['basic materials', 'chemicals']","['consumer cyclical', 'tourism', 'travel and transport', 'leisure']","['consumer defensive', 'fmcg', 'food and beverage']"
"['consumer cyclical', 'restaurants']","['financial services', 'mortgage']","['consumer cyclical', 'restaurants']"
"['financial services', 'banking services']","['industries', 'industry machinery']","['financial services', 'investments']"
"['financial services', 'banking services']","['financial services', 'banking services']","['basic materials', 'mining']"
"['industries', 'investments', 'financial services', 'conglomerate']","['industries', 'fmcg', 'food and beverage', 'beverages', 'food products', 'coffee', 'tea', 'conglomerate']","['real estate', 'retail', 'property investments']"
"['consumer defensive', 'fmcg', 'food and beverage', 'beverages', 'meat / poultry / fish / chicken', 'food products', 'package foods']",asset management,"['financial services', 'banking services']"
"['basic materials', 'chemicals']","['healthcare', 'biotechnology']","['basic materials', 'chemicals']"
"['financial services', 'asset management']","['real estate', 'retail', 'property investments', 'commercial properties']","['consumer cyclical', 'glass products', 'home furnishing']"
"['financial services', 'banking services']","['basic materials', 'mining']",['waste and trash management']
"['basic materials', 'chemicals']","['financial services', 'investments']","['consumer cyclical', 'automobile', 'automobile parts']"
"['technology', 'semiconductors', 'electronics']","['consumer cyclical', 'restaurants']","['financial services', 'asset management']"
"['industries', 'infrastructure']","['consumer defensive', 'fmcg', 'food and beverage', 'beverages', 'meat / poultry / fish / chicken', 'food products', 'package foods']","['technology', 'software and it', 'software products']"
"['consumer cyclical', 'automobile', 'automobile parts', 'metal products manufacturing']","['basic materials', 'chemicals']","['technology', 'semiconductors', 'electronics']"
"['consumer cyclical', 'glass products', 'home furnishing']","['financial services', 'banking services']","['financial services', 'banking services']"
"['technology', 'software and it', 'software products']","['industries', 'investments', 'financial services', 'conglomerate']","['basic materials', 'chemicals']"
['waste and trash management'],"['industries', 'consumer durables', 'office equipment']","['industries', 'infrastructure']"
"['consumer cyclical', 'apparels and accessories']","['financial services', 'banking services']","['utilities', 'electric utilities', 'renewable energy']"
"['technology', 'software and it']","['basic materials', 'chemicals']","['industries', 'heavy machinery']"
"['consumer cyclical', 'luggage suitcases', 'bags, wallets & belts', 'travel accessories', 'footwear', 'consumer durables']","['financial services', 'banking services']","['basic materials', 'paper and pulp']"
"['industries', 'heavy machinery']","['technology', 'semiconductors', 'electronics']","['consumer cyclical', 'apparels and accessories']"
"['consumer cyclical', 'automobile', 'automobile parts']","['technology', 'software and it', 'software products']","['technology', 'software and it']"
"['consumer cyclical', 'home appliances', 'electrical products', 'home furnishing']","['financial services', 'asset management']","['industries', 'heavy machinery']"
"['industries', 'heavy machinery']","['consumer cyclical', 'automobile', 'automobile parts', 'metal products manufacturing']","['consumer cyclical', 'automobile', 'automobile parts']"
"['consumer defensive', 'consumer services', 'education', 'advertising']",waste and trash management,"['consumer cyclical', 'home appliances', 'electrical products']"
"['basic materials', 'paper and pulp']","['consumer cyclical', 'glass products', 'home furnishing']","['consumer defensive', 'consumer services', 'education']"
"['utilities', 'electric utilities', 'renewable energy']","['basic materials', 'chemicals']","['consumer cyclical', 'luggage suitcases', 'bags, wallets & belts']"
"['financial services', 'asset management']","['industries', 'infrastructure']","['technology', 'electronics', 'semiconductors']"
"['financial services', 'banking services']","['consumer defensive', 'consumer services', 'education', 'advertising']","['financial services', 'banking services']"
"['utilities', 'electric utilities', 'renewable energy']","['consumer cyclical', 'home appliances', 'electrical products', 'home furnishing']","['healthcare', 'pharmaceutical', 'healthcare products']"
"['healthcare', 'pharmaceutical', 'healthcare products', 'biotechnology']","['consumer cyclical', 'automobile', 'automobile parts']","['technology', 'electronics', 'computers hardware']"
"['technology', 'electronics', 'computers hardware']","['industries', 'heavy machinery']","['financial services', 'asset management']"
"['technology', 'communications equipment']","['technology', 'software and it']","['technology', 'communications equipment']"
"['technology', 'electronics', 'capital goods']","['consumer cyclical', 'apparels and accessories']","['financial services', 'banking services']"
"['industries', 'logistics']","['basic materials', 'paper and pulp']","['technology', 'electronics', 'capital goods']"
"['financial services', 'banking services']","['industries', 'heavy machinery']","['industries', 'logistics']"
"['technology', 'electronics', 'semiconductors']","['utilities', 'electric utilities', 'renewable energy']","['utilities', 'electric utilities', 'renewable energy']"
"['financial services', 'banking services']","['consumer cyclical', 'luggage suitcases', 'bags, wallets & belts', 'travel accessories', 'footwear', 'consumer durables']",['retail']
['retail'],"['industries', 'logistics']","['consumer cyclical', 'retail', 'internet or mobile app based business']"
"['industries', 'industry machinery']","['technology', 'electronics', 'capital goods']","['industries', 'industry machinery', 'robotics']"
"['consumer cyclical', 'retail', 'internet or mobile app based business', 'ecommerce']","['financial services', 'banking services']","['technology', 'software and it']"
"['basic materials', 'mining']","['technology', 'communications equipment']","['industries', 'industry machinery']"
"['technology', 'software and it']","['financial services', 'asset management']","['basic materials', 'mining']"
"['retail', 'petroleum', 'convenience stores']","['technology', 'electronics', 'computers hardware']","['consumer defensive', 'fmcg', 'package foods']"
['financial services'],"['financial services', 'banking services']",['financial services']
